id,question,useRAG,dataset,char_count,digit_char_count,has_quote,starts_with_why,starts_with_how,starts_with_what,starts_with_who,starts_with_when,starts_with_where,starts_with_which,is_definition,is_yesno,is_comparison,word_count,number_token_count,verb_count,propn_count,noun_chunk_count,entity_count,person_count,org_gpe_loc_count,date_time_count,cardinal_count,has_person_entity,has_date_entity,has_number_entity
qz_1130,"What is the most common blood type in humans? A, B or O?",0,trivia,56,0,0,0,0,1,0,0,0,0,1,0,1,16,0,0,0,6,0,0,0,0,0,0,0,0
qz_1139,Which P is the correct technical term for the art of making and displaying fireworks?,0,trivia,85,0,0,0,0,0,0,0,0,1,0,0,0,16,0,2,0,4,1,0,1,0,0,0,0,0
qz_1141,Which King did Guy Fawkes attempt to kill with his gunpowder plot?,1,trivia,66,0,0,0,0,0,0,0,0,1,0,0,0,13,0,2,3,4,1,1,0,0,0,1,0,0
qz_1173,In which film was the song White Christmas first sung?,1,trivia,54,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,2,3,2,0,0,0,1,0,0,1
qz_1178,Which Pop Idol had a number one hit in 2004 called All This Time?,1,trivia,65,4,0,0,0,0,0,0,0,1,0,0,0,15,2,3,2,2,3,0,0,1,1,0,1,1
qz_1189,"Which Channel 4 TV show's presenters included Mark Lamarr, Amanda De Cadenet and Terry Christian?",1,trivia,97,1,1,0,0,0,0,0,0,1,0,0,0,18,1,1,8,4,4,3,1,0,0,1,0,0
qz_1191,What is the name of the device made of wood and horsehair that is used to play a violin?,0,trivia,88,0,0,0,0,1,0,0,0,0,1,0,0,20,0,3,0,7,0,0,0,0,0,0,0,0
qz_1197,What colour is the bottom stripe on the U.S. flag?,0,trivia,50,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,1,3,1,0,1,0,0,0,0,0
qz_1221,What is the name given to the largest bee in a hive?,0,trivia,52,0,0,0,0,1,0,0,0,0,1,0,0,13,0,1,0,4,0,0,0,0,0,0,0,0
qz_1230,Who won the Ladies singles title at Wimbledon in 2004?,1,trivia,54,4,0,0,0,0,1,0,0,0,0,0,0,11,1,2,2,4,2,0,0,1,0,0,1,0
qz_1249,What is the alcoholic ingredient of Irish coffee?,0,trivia,49,0,0,0,0,1,0,0,0,0,1,0,0,9,0,0,0,3,1,0,1,0,0,0,0,0
qz_1291,In which year did St George die?,1,trivia,32,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,2,2,2,1,0,1,0,1,1,0
qz_1345,What are the names of the Four Horseman of the Apocalypse?,0,trivia,58,0,0,0,0,1,0,0,0,0,1,0,0,12,1,0,3,4,2,1,0,0,1,1,0,1
qz_1354,Who is the Vice-President for George W Bush?,0,trivia,44,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,6,5,1,1,0,0,0,1,0,0
qz_1357,"Which film sees Clint Eastwood, Tommy Lee Jones, James Garner and Donald Sutherland as retired astronauts?",1,trivia,106,0,0,0,0,0,0,0,0,1,0,0,0,19,0,2,9,6,4,4,0,0,0,1,0,0
qz_1380,"In a standard deck of cards, how many Kings have a moustache?",0,trivia,61,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,4,1,0,1,0,0,0,0,0
qz_1382,"According to the film Gremlins, if you are looking after a Gremlin you should not feed him after midnight, not get him wet and not expose him to what?",0,trivia,150,0,0,0,0,0,0,0,0,0,0,0,0,32,0,5,1,10,2,0,0,1,0,0,1,0
qz_1384,The Canary Islands are named after what animal?,0,trivia,47,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,2,2,0,0,0,0,0,0,0,0
qz_1393,In which capital city would you find Charles Bridge and Wenceslas Square?,0,trivia,73,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,4,4,2,1,1,0,0,1,0,0
qz_1417,What was the surname of the woman who was the inspiration behind the Rolling Stones song Angie?,1,trivia,95,0,0,0,0,1,0,0,0,0,1,0,0,18,0,0,3,7,2,1,1,0,0,1,0,0
qz_1429,What is the final event in a decathlon?,0,trivia,39,0,0,0,0,1,0,0,0,0,1,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0
qz_1430,"Peter Simple, Jack Horner and Ben Nevis have all won which famous sporting event?",1,trivia,81,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,6,4,3,3,0,0,0,1,0,0
qz_1453,What is the largest city in Turkey?,0,trivia,35,0,0,0,0,1,0,0,0,0,1,0,0,8,0,0,1,3,1,0,1,0,0,0,0,0
qz_1516,Who bought Chelsea football club for £1 in 1982?,1,trivia,48,5,0,0,0,0,1,0,0,0,0,0,0,11,2,1,1,2,3,0,1,1,1,0,1,1
qz_1545,"In 1998, which director's Oscar acceptance speech included the line I'm king of the world?",1,trivia,90,4,1,0,0,0,0,0,0,0,0,0,0,19,1,1,1,5,2,1,0,1,0,1,1,0
qz_1572,What nationality was the painter Vincent Van Gogh?,1,trivia,50,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,3,3,1,1,0,0,0,1,0,0
qz_1603,Which film features the characters Sally Albright and Harry Burns?,1,trivia,66,0,0,0,0,0,0,0,0,1,0,0,0,11,0,1,4,4,2,2,0,0,0,1,0,0
qz_1631,Which act won the Eurovision Song Contest for the United Kingdom singing Love Shine A Light?,1,trivia,92,0,0,0,0,0,0,0,0,1,0,0,0,17,0,1,7,4,3,0,2,0,0,0,0,0
qz_1665,Which English word comes from an old French word meaning sour wine?,1,trivia,67,0,0,0,0,0,0,0,0,1,0,0,0,13,0,2,0,3,2,0,1,0,0,0,0,0
qz_1670,"Which team beat American Samoa 31-0 in a qualifying match for the 2002 World Cup, but still failed to qualify?",1,trivia,110,7,0,0,0,0,0,0,0,1,0,0,0,24,3,3,4,4,4,0,1,1,1,0,1,1
qz_1684,What was the name of Roland Rat's gerbil friend?,1,trivia,48,0,1,0,0,1,0,0,0,0,1,0,0,11,0,0,2,3,1,1,0,0,0,1,0,0
qz_1690,Which animal has the longest gestation period at around 22 months?,0,trivia,66,2,0,0,0,0,0,0,0,1,0,0,0,12,1,1,0,3,1,0,0,1,0,0,1,0
qz_1693,What name is given to the home of a beaver?,0,trivia,43,0,0,0,0,1,0,0,0,0,0,0,0,11,0,1,0,3,0,0,0,0,0,0,0,0
qz_1720,What name is given to a baby marsupial?,0,trivia,39,0,0,0,0,1,0,0,0,0,0,0,0,9,0,1,0,2,0,0,0,0,0,0,0,0
qz_1725,Who dated actress Elizabeth Hurley between 2000 and 2001 and denied he was the father of her son born in 2002 before a DNA test proved otherwise?,1,trivia,145,12,0,0,0,0,1,0,0,0,0,0,1,28,3,4,2,6,3,1,0,2,0,1,1,0
qz_1730,What type of animal is the star of the 2005 film Racing Stripes?,1,trivia,64,4,0,0,0,1,0,0,0,0,0,0,0,14,1,0,2,5,2,0,0,1,0,0,1,0
qz_1745,Author Dick Francis is famous for writing novels based around which sport?,1,trivia,74,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,2,3,1,1,0,0,0,1,0,0
qz_1794,Which Scottish newspaper features the Broons and Oor Wullie?,1,trivia,60,0,0,0,0,0,0,0,0,1,0,0,0,10,0,1,3,4,2,1,1,0,0,1,0,0
qz_1797,Which famous book features the character of Bob Cratchit?,0,trivia,57,0,0,0,0,0,0,0,0,1,0,0,0,10,0,1,2,3,1,1,0,0,0,1,0,0
qz_1800,Which act has had more Christmas number one singles than any other?,1,trivia,67,0,0,0,0,0,0,0,0,1,0,0,0,13,1,1,1,2,1,0,0,1,0,0,1,0
qz_1804,Which Christmas song includes the line It seems so long since I could say 'sister Susie sitting on a thistle'?,1,trivia,110,0,1,0,0,0,0,0,0,1,0,0,0,23,0,4,2,6,2,1,0,1,0,1,1,0
qz_1821,Which British footballer has the most number of International caps?,1,trivia,67,0,0,0,0,0,0,0,0,1,0,0,0,11,0,1,0,3,1,0,1,0,0,0,0,0
qz_1825,Who holds a trumpet on the album cover of Sgt. Pepper's Lonely Hearts Club Band by The Beatles?,1,trivia,95,0,1,0,0,0,1,0,0,0,0,0,0,21,0,1,6,6,2,2,0,0,0,1,0,0
qz_1834,Which song begins with the line The taxman's taken all my dough?,1,trivia,64,0,1,0,0,0,0,0,0,1,0,0,0,14,0,2,0,4,0,0,0,0,0,0,0,0
qz_1858,The Kray twins were convicted of the murder of George Cornell in the East End of London in 1966. What was the name of the pub in which he was shot?,1,trivia,147,4,0,0,0,0,0,0,0,0,0,0,0,33,1,2,5,10,5,2,2,1,0,1,1,0
qz_1872,Who composed the musical theme for the Pink Panther?,1,trivia,52,0,0,0,0,0,1,0,0,0,0,0,0,10,0,1,2,3,1,0,1,0,0,0,0,0
qz_1880,"Who was the cartoon adversary of Pixie and Dixie, who would often say I hate those meeces to pieces?",0,trivia,100,0,0,0,0,0,1,0,0,0,0,0,0,21,0,2,2,8,1,0,1,0,0,0,0,0
qz_1882,Which actress married Dennis Quaid on Valentine's Day in 1991?,1,trivia,62,4,1,0,0,0,0,0,0,1,0,0,0,12,1,1,3,3,3,1,0,2,0,1,1,0
qz_1915,"During Margaret Thatcher's years as Prime Minister, there were three Chancellors of the Exchequer. Geoffrey Howe and Nigel Lawson were two, but who was the other one?",1,trivia,166,0,1,0,0,0,0,0,0,0,0,0,0,32,3,1,9,7,7,3,1,1,2,1,1,1
qz_1918,Buddy Holly and the Big Bopper were two of the three musicians who died in a plane crash in February 1959. Who was the other one?,1,trivia,129,4,0,0,0,0,0,0,0,0,0,0,0,28,4,1,5,7,4,1,0,1,2,1,1,1
qz_1952,"Fruit, cricket and horseshoe are varieties of what type of animal?",0,trivia,66,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,6,0,0,0,0,0,0,0,0
qz_1958,"Apart from being warm blooded and giving birth to live young, what do mammals produce to differentiate them from other families of animals?",0,trivia,139,0,0,0,0,0,0,0,0,0,0,0,0,25,0,4,0,6,0,0,0,0,0,0,0,0
qz_2001,To which poet does Il Postino deliver mail?,1,trivia,43,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,2,3,1,0,1,0,0,0,0,0
qz_2018,"Which scientist was Time magazine's ""Person of the 20th Century""?",1,trivia,65,2,1,0,0,0,0,0,0,1,0,0,0,14,1,0,3,3,1,0,1,0,0,0,0,0
qz_2029,What was the nickname given to premiership footballer Neil Ruddock?,1,trivia,67,0,0,0,0,1,0,0,0,0,1,0,0,11,0,1,2,3,1,1,0,0,0,1,0,0
qz_2053,The Ducati is manufactured in which city and what country?,0,trivia,58,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,1,3,1,0,1,0,0,0,0,0
qz_2090,Wayne Rooney signed for Manchester United from which other Premiership Club?,1,trivia,76,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,6,3,3,1,2,0,0,1,0,0
qz_2111,The Yalu river forms a sort of natural border between China and which of its neighbours?,1,trivia,88,0,0,0,0,0,0,0,0,0,0,0,1,17,0,1,2,6,2,0,2,0,0,0,0,0
qz_2131,Which stand-up comedian presents 8 Out Of 10 Cats and Distraction?,1,trivia,66,3,0,0,0,0,0,0,0,1,0,0,0,14,2,2,1,3,2,0,0,0,2,0,0,1
qz_2135,"Name the game show, presented by Leslie Grantham and Melinda Messenger, where contestants were set physical and mental challenges?",0,trivia,130,0,0,0,0,0,0,0,0,0,0,0,0,22,0,3,4,5,2,2,0,0,0,1,0,0
qz_2165,Who presented Family Fortunes in the two years between Bob Monkhouse and Les Dennis?,1,trivia,84,0,0,0,0,0,1,0,0,0,0,0,1,15,1,1,6,5,4,3,0,1,0,1,1,0
qz_2175,For what did Einstien gat Nobel prize in Physics?,1,trivia,49,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,3,1,0,0,0,0,0,0,0
qz_2176,Which planet has moons named after Shakespearean characters?,1,trivia,60,0,0,0,0,0,0,0,0,1,0,0,0,9,0,2,0,3,0,0,0,0,0,0,0,0
qz_2194,"Who was part man, part machine, all cop and hailed from a futuristic Detroit?",1,trivia,77,0,0,0,0,0,1,0,0,0,0,0,0,17,0,1,1,4,1,0,1,0,0,0,0,0
qz_2206,Who dubbed Miss Piggy's singing voice in The Muppet Movie?,1,trivia,58,0,1,0,0,0,1,0,0,0,0,0,0,12,0,1,4,3,2,1,1,0,0,1,0,0
qz_2217,"Who wrote the Bourne trilogy of books, made into movies starring Matt Damon?",1,trivia,76,0,0,0,0,0,1,0,0,0,0,0,0,15,0,3,3,5,2,1,1,0,0,1,0,0
qz_2223,"The Bible tells of 3 wise men visiting Jesus after his birth, but in which of the Gospels does this appear?",1,trivia,107,1,0,0,0,0,0,0,0,0,0,0,0,23,1,3,3,7,4,2,0,0,1,1,0,1
qz_2225,"Athos and Porthos are two of the 3 musketeers, name the other one.",0,trivia,66,1,0,0,0,0,0,0,0,0,0,0,0,15,3,1,2,3,4,0,2,0,2,0,0,1
qz_2227,What is the name of the small fifth claw called on the side of a dog's foot ?,0,trivia,77,0,1,0,0,1,0,0,0,0,1,0,0,19,1,1,0,5,1,0,0,0,1,0,0,1
qz_2231,What is the name of the plastic bit on the end of shoelaces?,0,trivia,60,0,0,0,0,1,0,0,0,0,1,0,0,14,0,0,0,5,0,0,0,0,0,0,0,0
qz_2260,The river Danube flows into which sea?,0,trivia,38,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,1,3,1,1,0,0,0,1,0,0
qz_2280,Anna Nicole Smith was controversially married to which oil billionaire?,1,trivia,71,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,3,3,1,1,0,0,0,1,0,0
qz_2289,Wayne Rooney scored his first senior goal against which club?,1,trivia,61,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,2,3,2,1,0,0,1,1,0,1
qz_2291,How meny times have Liverpool won the Europion Cup?,1,trivia,51,0,0,0,1,0,0,0,0,0,0,0,0,10,0,2,4,3,2,0,1,0,0,0,0,0
qz_2309,The Sign Of Four was a detective story written by which author?,1,trivia,63,0,0,0,0,0,0,0,0,0,0,0,0,13,1,1,1,4,1,0,0,0,1,0,0,1
qz_2324,Who was the author of 'The Old Curiosity Shop'?,1,trivia,47,0,1,0,0,0,1,0,0,0,0,0,0,12,0,0,3,3,1,0,0,0,0,0,0,0
qz_2349,In which sport or pastime can you see nose walking?,0,trivia,51,0,0,0,0,0,0,0,0,0,0,0,1,11,0,2,0,4,0,0,0,0,0,0,0,0
qz_2355,What sport or pastime would you be playing if your balls were black and blue and your opponent's were red and yellow?,0,trivia,117,0,1,0,0,1,0,0,0,0,0,0,1,24,0,1,0,5,0,0,0,0,0,0,0,0
qz_2379,The age of the railway began in which year with the introduction of the Liverpool-Manchester line?,1,trivia,98,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,2,5,2,0,1,1,0,0,1,0
qz_2384,Who played Frankenstein in the 1994 film of the same name?,1,trivia,58,4,0,0,0,0,1,0,0,0,0,0,1,12,1,1,1,4,2,1,0,1,0,1,1,0
qz_2391,Who was the first person to sell one million records?,1,trivia,53,0,0,0,0,0,1,0,0,0,0,0,0,11,3,1,0,3,2,0,0,0,2,0,0,1
qz_2397,"In Greek mythology, where do righteous souls go after death?",0,trivia,60,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,3,1,0,1,0,0,0,0,0
qz_2404,What is the scientific name given to tea?,0,trivia,41,0,0,0,0,1,0,0,0,0,1,0,0,9,0,1,0,3,0,0,0,0,0,0,0,0
qz_2419,"In the 1999 film Stuart Little, who plays the part of Mrs Eleanor Little?",1,trivia,73,4,0,0,0,0,0,0,0,0,0,0,0,16,1,1,5,5,3,0,2,1,0,0,1,0
qz_2423,Suger Mice was a 1987 single for which British rock band?,1,trivia,57,4,0,0,0,0,0,0,0,0,0,0,0,12,1,0,2,3,3,1,1,1,0,1,1,0
qz_2426,In which decade were ZIP codes introduced in the USA?,1,trivia,53,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,1,3,2,0,1,1,0,0,1,0
qz_2428,What are the shape-shifting foxes of the Japanese folklore?,0,trivia,59,0,0,0,0,1,0,0,0,0,1,0,0,12,0,1,0,3,1,0,1,0,0,0,0,0
qz_2430,In Greek mythology who was the twin of Polydeuces?,0,trivia,50,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,4,1,0,1,0,0,0,0,0
qz_2440,Which film features the Dawes Tomes Mousley Grubbs Fidelity Fiduciary Bank?,1,trivia,75,0,0,0,0,0,0,0,0,1,0,0,0,12,0,1,7,2,1,0,1,0,0,0,0,0
qz_2444,What is Robin Williams character called in Good Morning Vietnam?,0,trivia,64,0,0,0,0,1,0,0,0,0,1,0,0,11,0,1,5,3,3,1,2,0,0,1,0,0
qz_2458,Who plays Cruella de Vil in the 1996 live action version of 101 Dalmations?,1,trivia,75,7,0,0,0,0,1,0,0,0,0,0,0,15,2,1,3,4,3,0,1,1,1,0,1,1
qz_2466,Who stars in the 2008 movie Seven Pounds?,1,trivia,41,4,0,0,0,0,1,0,0,0,0,0,0,9,2,1,2,3,2,0,0,1,1,0,1,1
qz_2471,Marilyn Monroe starred in the Seven Year Itch. Who directed it?,1,trivia,63,0,0,0,0,0,0,0,0,0,0,0,0,13,1,2,5,4,2,1,0,0,0,1,0,0
qz_2478,On Red Nose Day 2001 who won Celebrity Big Brother?,1,trivia,51,4,0,0,0,0,0,0,0,0,0,0,0,11,1,1,6,3,0,0,0,0,0,0,0,0
qz_2532,What is the name of the London Underground station in EastEnders?,0,trivia,65,0,0,0,0,1,0,0,0,0,1,0,0,12,0,0,3,4,2,0,2,0,0,0,0,0
qz_2537,How many runs did Donald Bradman score in his last ever test match innings?,1,trivia,75,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,2,3,1,1,0,0,0,1,0,0
qz_2538,"Nicknamed the cannibal, who is the only rider to have won all three jerseys in the same year in the Tour de France?",1,trivia,115,0,0,0,0,0,0,0,0,0,0,0,1,25,1,2,2,6,3,0,1,1,1,0,1,1
qz_2562,Whose arch nemisis is the Red Skull?,1,trivia,36,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,2,1,0,1,0,0,0,0,0
qz_2564,By what name is comic book villain Oswald Chesterfield Cobblepot better known?,0,trivia,78,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,3,2,1,0,1,0,0,0,0,0
qz_2567,"First appearing on TV in 1967, which detective solved all of his crimes sitting down?",1,trivia,85,4,0,0,0,0,0,0,0,0,0,0,0,17,2,4,0,4,2,0,0,1,1,0,1,1
qz_2589,How many times was Wyatt Earp shot?,1,trivia,35,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,2,2,1,1,0,0,0,1,0,0
qz_2594,Which famous cowboy was created by George W. Trendle?,1,trivia,53,0,0,0,0,0,0,0,0,1,0,0,0,10,0,1,3,2,1,1,0,0,0,1,0,0
qz_2601,"The pub with the longest name in the UK has how many letters in it? 55, 75 or 95?",0,trivia,81,6,0,0,0,0,0,0,0,0,0,0,1,22,3,1,1,5,4,0,1,3,0,0,1,0
qz_2619,Which movie starred Michael Caine as a murderous transvestite psychiatrist?,1,trivia,75,0,0,0,0,0,0,0,0,1,0,0,0,11,0,1,2,3,1,1,0,0,0,1,0,0
qz_2654,"In 1961, who famously scored six goals in a match but still ended up on the losing team in a FA Cup tie?",1,trivia,104,4,0,0,0,0,0,0,0,0,0,0,0,25,2,3,2,5,3,0,0,1,1,0,1,1
qz_2713,Which economist wrote The Wealth Of Nations?,1,trivia,44,0,0,0,0,0,0,0,0,1,0,0,0,8,0,1,2,3,1,0,0,0,0,0,0,0
qz_2717,Macbeth belonged to which royal house or dynasty?,1,trivia,49,0,0,0,0,0,0,0,0,0,0,0,1,9,0,1,2,3,1,0,1,0,0,0,0,0
qz_2718,"Was James II known as: James The Bald, Fiery Face, or The Red King?",1,trivia,67,0,0,0,0,0,0,0,0,0,0,1,1,18,0,1,8,4,3,2,1,0,0,1,0,0
qz_2749,"In Harry Potter And The Goblet Of Fire, which dragon did Harry have to defeat?",0,trivia,78,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,5,6,2,2,0,0,0,1,0,0
qz_2758,What is the full name of the train robber played by Phil Collins in a 1988 movie?,1,trivia,81,4,0,0,0,1,0,0,0,0,1,0,0,18,1,1,2,5,2,1,0,1,0,1,1,0
qz_2768,Tony Hadley was the lead singer with which 1980s new romantic band?,1,trivia,67,4,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,3,2,1,0,1,0,1,1,0
qz_2784,What was the surname of the butler played by Gordon Jackson in Upstairs Downstairs?,1,trivia,83,0,0,0,0,1,0,0,0,0,1,0,0,15,0,1,4,5,1,1,0,0,0,1,0,0
qz_2787,Which Jackson appeared in Celebrity Big Brother in January 2009?,1,trivia,64,4,0,0,0,0,0,0,0,1,0,0,0,11,1,1,5,3,2,1,0,1,0,1,1,0
qz_2789,Who was the seventh president of the United States?,1,trivia,51,0,0,0,0,0,1,0,0,0,0,0,0,10,1,0,2,3,2,0,1,0,1,0,0,1
qz_2821,"In which country are the Angel Falls, the highest waterfall in the world?",1,trivia,73,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,2,4,1,1,0,0,0,1,0,0
qz_2822,"The 1955 comedy movie We're No Angels centred on three escaped convicts. Peter Ustinov and Aldo Ray were two, but who played the third?",1,trivia,135,4,1,0,0,0,0,0,0,0,0,0,0,28,4,2,5,7,6,2,0,1,3,1,1,1
qz_2835,Who played King Arthur in the 1967 musical film Camelot?,1,trivia,56,4,0,0,0,0,1,0,0,0,0,0,0,11,1,1,3,4,3,1,1,1,0,1,1,0
qz_2841,Which country grows the largest number of mangoes?,1,trivia,50,0,0,0,0,0,0,0,0,1,0,0,0,9,0,1,0,3,0,0,0,0,0,0,0,0
qz_2845,Ecuador has a border with Peru and which other country ?,1,trivia,56,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,2,4,2,0,2,0,0,0,0,0
qz_2853,"In 2009, who was convicted of the murder of Lana Clarkson?",1,trivia,58,4,0,0,0,0,0,0,0,0,0,0,0,13,1,1,2,3,2,1,0,1,0,1,1,0
qz_2866,"The left side of the heart pumps blood to all parts of the body, but the right side pumps blood to which organ in particular?",0,trivia,125,0,0,0,0,0,0,0,0,0,0,0,0,27,0,2,0,8,0,0,0,0,0,0,0,0
qz_2873,Which cartoon character lives in a pineapple under the sea?,0,trivia,59,0,0,0,0,0,0,0,0,1,0,0,0,11,0,1,0,3,0,0,0,0,0,0,0,0
qz_2884,"Which serial killer hanged himself in Wakefield Prison in January 2004, four years after being found guilty of 15 murders?",1,trivia,122,6,0,0,0,0,0,0,0,1,0,0,0,22,3,2,3,5,3,0,0,2,1,0,1,1
qz_2908,What public school did the Duke of Edinburgh and Prince Charles attend?,1,trivia,71,0,0,0,0,1,0,0,0,0,0,0,0,13,0,1,4,4,1,0,1,0,0,0,0,0
qz_2933,"If it was Phil Mickelson in 2006, Zach Johnson in 2007, and Trevor Immelman in 2008, who was it in 2009?",0,trivia,104,16,0,0,0,0,0,0,0,0,0,0,0,25,4,0,6,6,7,3,0,4,0,1,1,0
qz_2968,Red Stripe lager comes from which country?,1,trivia,42,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,2,2,0,0,0,0,0,0,0,0
qz_2977,Which architect was known as the Wizard of the Dome?,1,trivia,52,0,0,0,0,0,0,0,0,1,0,0,0,11,0,1,2,3,1,0,0,0,0,0,0,0
qz_2980,What is the name of the Salvador Dali painting that shows clocks oozing over a landscape?,0,trivia,89,0,0,0,0,1,0,0,0,0,1,0,0,17,0,3,2,5,1,1,0,0,0,1,0,0
qz_2999,In what year did Edward Vlll abdicate?,1,trivia,38,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,2,2,2,1,0,1,0,1,1,0
qz_3023,Which well known couple live at Bagshot Park in Surrey?,1,trivia,55,0,0,0,0,0,0,0,0,1,0,0,0,11,0,2,3,3,2,1,1,0,0,1,0,0
qz_3027,Which notorious murderer lived at 10 Rillington Place?,1,trivia,54,2,0,0,0,0,0,0,0,1,0,0,0,9,1,1,2,2,2,1,0,0,1,1,0,1
qz_3040,Who killed Lee harvey Oswald?,1,trivia,29,0,0,0,0,0,1,0,0,0,0,0,0,6,0,2,2,3,1,1,0,0,0,1,0,0
qz_3041,Who killed Robert F Kennedy?,1,trivia,28,0,0,0,0,0,1,0,0,0,0,0,0,6,0,1,3,2,1,1,0,0,0,1,0,0
qz_3042,Who killed Jean Paul Marat?,1,trivia,27,0,0,0,0,0,1,0,0,0,0,0,0,6,0,1,3,2,1,1,0,0,0,1,0,0
qz_3101,What was the name of the kangaroo often mistaken by Sylvester the cat to be a giant mouse?,1,trivia,90,0,0,0,0,1,0,0,0,0,1,0,0,19,0,1,1,6,1,1,0,0,0,1,0,0
qz_3127,Gjetost is the national cheese of which country?,1,trivia,48,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,3,1,0,1,0,0,0,0,0
qz_3130,A youngberry is a cross between a dewberry and what else?,0,trivia,57,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,3,0,0,0,0,0,0,0,0
qz_3152,Who is Arthur Wellesley better known as?,1,trivia,40,0,0,0,0,0,1,0,0,0,0,0,0,8,0,1,2,2,1,1,0,0,0,1,0,0
qz_3154,Which town in East Sussex now stands on the site of the battle of Hastings?,1,trivia,75,0,0,0,0,0,0,0,0,1,0,0,0,16,0,1,3,5,2,1,1,0,0,1,0,0
qz_3159,"Which 1986 Peter Weir movie and based on a Paul Theroux novel starred Harrison Ford, Helen Mirren and River Phoenix?",1,trivia,116,4,0,0,0,0,0,0,0,1,0,0,0,22,1,2,10,5,6,4,1,1,0,1,1,0
qz_3236,What is the name of CS Lewis' 7 book fantasy?,0,trivia,45,1,1,0,0,1,0,0,0,0,1,0,0,12,1,0,2,3,2,0,1,0,1,0,0,1
qz_3237,Name the tv series about FBI agent Don Eppes and his mathematical genius brother Charlie,0,trivia,88,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,4,4,3,2,1,0,0,1,0,0
qz_3311,All children except one grow up.,0,trivia,32,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,1,0,0,0,0,0,0,0,0
qz_3320,"Scarlett O'Hara was not beautiful, but men seldom realised it when caught by her charm as the Tarleton twins were",1,trivia,113,0,1,0,0,0,0,0,0,0,0,0,0,21,0,2,3,5,2,2,0,0,0,1,0,0
qz_3354,Which horse racing jockey was sometimes referred to as the long fellow?,1,trivia,71,0,0,0,0,0,0,0,0,1,0,0,0,13,0,1,0,2,0,0,0,0,0,0,0,0
qz_3358,Who is the patron saint of lost causes?,0,trivia,39,0,0,0,0,0,1,0,0,0,0,0,0,9,0,1,0,3,0,0,0,0,0,0,0,0
qz_3392,True or False: Sharks do not blink?,0,trivia,35,0,0,0,0,0,0,0,0,0,0,0,1,9,0,1,0,1,0,0,0,0,0,0,0,0
qz_3393,Which `B` was the name of the mechanical shark used in the original `Jaws` film?,1,trivia,80,0,1,0,0,0,0,0,0,1,0,0,0,20,0,1,2,4,1,1,0,0,0,1,0,0
qz_3397,"The American legal drama Shark ran from Sept 06 to May 08. Who starred in the title role, playing Sebastian Stark?",1,trivia,114,4,0,0,0,0,0,0,0,0,0,0,0,24,2,3,5,7,4,2,1,1,0,1,1,0
qz_3431,Which Italian fashion designer was shot dead on the steps of his Miami mansion in 1997?,1,trivia,87,4,0,0,0,0,0,0,0,1,0,0,0,17,1,1,1,3,3,0,2,1,0,0,1,0
qz_3432,Who was famous for popularising the 'little black dress' in the 1920s?,1,trivia,70,4,1,0,0,0,1,0,0,0,0,0,0,15,0,1,0,2,1,0,0,1,0,0,1,0
qz_3433,Who designed Madonna's wedding dress for her marriage to Guy Ritchie?,1,trivia,69,0,1,0,0,0,1,0,0,0,0,0,0,13,0,1,3,4,2,2,0,0,0,1,0,0
