id,question,useRAG,dataset,char_count,digit_char_count,has_quote,starts_with_why,starts_with_how,starts_with_what,starts_with_who,starts_with_when,starts_with_where,starts_with_which,is_definition,is_yesno,is_comparison,word_count,number_token_count,verb_count,propn_count,noun_chunk_count,entity_count,person_count,org_gpe_loc_count,date_time_count,cardinal_count,has_person_entity,has_date_entity,has_number_entity
bb_6282,Matthais Muller was made chief of which troubled car company in 2015?,1,trivia,69,4,0,0,0,0,0,0,0,0,0,0,0,13,1,1,2,3,2,1,0,1,0,1,1,0
5ab724b45542991d32223785,Moss Side railway station is on Blackpool South railway station which is how far from Waterloo Road tram stop?,1,hotpot,110,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,6,4,1,0,1,0,0,0,0,0
5ac119335542992a796dede4,I'd Come for You is a single by the band formed in what Alberta city?,1,hotpot,69,0,1,0,0,0,0,0,0,0,0,0,0,17,0,2,1,4,1,0,1,0,0,0,0,0
qb_4014,Who wrote the book of verses ‘Now We Are Six’?,1,trivia,46,0,0,0,0,0,1,0,0,0,0,0,0,13,1,1,0,4,0,0,0,0,0,0,0,0
dev_3183,who were the first settlers in san antonio,1,nq,42,0,0,0,0,0,1,0,0,0,0,0,0,8,1,0,2,3,2,0,1,0,1,0,0,1
5ab707d65542991d32223761,Witkins Township is served what district that is represented by Tim Murphy?,1,hotpot,75,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,4,4,1,1,0,0,0,1,0,0
5a76f5b155429972597f1400,What American composer born in 1937 pioneered minimal music?,1,hotpot,60,4,0,0,0,1,0,0,0,0,0,0,0,10,1,2,0,2,2,0,1,1,0,0,1,0
dev_2488,who starred in the movie summer of 42,1,nq,37,2,0,0,0,0,1,0,0,0,0,0,0,8,1,1,0,2,1,0,0,0,1,0,0,1
odql_8850,"Nicknamed 'Robo Cop' when a policeman, Ray Mallon is the directly elected Mayor of which town?",1,trivia,94,0,1,0,0,0,0,0,0,0,0,0,0,20,0,2,5,6,2,1,1,0,0,1,0,0
5ae67fba5542996d980e7b9a,In which year did the artist who wrote Hyperreal release his debut studio album?,1,hotpot,80,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,2,5,2,0,1,1,0,0,1,0
5ab8397155429919ba4e2272,What was the event where Jacob Minah had his personal best also known as?,1,hotpot,73,0,0,0,0,1,0,0,0,0,1,0,0,15,0,2,2,3,1,1,0,0,0,1,0,0
sfq_735,Which famous novelist also wrote under the pseudonym Richard Bachman?,1,trivia,69,0,0,0,0,0,0,0,0,1,0,0,0,11,0,1,2,3,1,1,0,0,0,1,0,0
5abae14b5542996606241657,The 2016 San Jose State Spartans football team were members of a NCAA conference that officially began operations in what year?,1,hotpot,127,4,0,0,0,0,0,0,0,0,0,0,0,22,1,1,5,6,4,0,2,2,0,0,1,0
5a7a69365542996c55b2dd9b,Which film was Shannyn Sossamon in that was directed by Michael Lehmann?,1,hotpot,72,0,0,0,0,0,0,0,0,1,0,0,0,13,0,1,4,4,2,2,0,0,0,1,0,0
qf_2472,In which Irish city is the Abbey Theatre?,1,trivia,41,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,3,2,0,2,0,0,0,0,0
dev_1404,when did drop it like it's hot release,1,nq,38,0,1,0,0,0,0,1,0,0,0,0,0,9,0,1,0,3,0,0,0,0,0,0,0,0
qb_2782,"The 1951 ‘Treaty of Peace With Japan’ which served to officially end World War II, is commonly known as what?",1,trivia,109,4,0,0,0,0,0,0,0,0,0,0,0,24,1,3,6,6,4,0,1,1,0,0,1,0
dev_1239,who won the silver medal in womens figure skating,1,nq,49,0,0,0,0,0,1,0,0,0,0,0,0,9,0,3,0,3,0,0,0,0,0,0,0,0
sfq_24924,By which name meaning 'little bird' is the artist born Paolo di Dono at Pratovecchio in 1397 known by modern art-lovers?,1,trivia,120,4,1,0,0,0,0,0,0,0,0,0,0,26,1,3,4,6,3,1,1,1,0,1,1,0
5ae835f25542997ec272776f,Charles Barkley changed his jersey number to #32 in honor of a player born in which year ?,1,hotpot,90,2,0,0,0,0,0,0,0,0,0,0,0,19,1,2,3,5,3,1,0,1,1,1,1,1
sfq_5656,What kind of aircraft gave the space shuttle a piggy-back prior to 1981?,1,trivia,72,4,0,0,0,1,0,0,0,0,0,0,0,16,1,1,0,3,1,0,0,1,0,0,1,0
dpql_2914,"What is the name of the drag queen persona of Thomas Neuwirth, who won in 2014?",1,trivia,79,4,0,0,0,1,0,0,0,0,1,0,0,18,1,1,3,5,2,1,0,1,0,1,1,0
dev_2129,when did scotland beat england in six nations,1,nq,45,0,0,0,0,0,0,1,0,0,0,0,0,8,1,1,2,3,2,0,1,0,1,0,0,1
5a80e03e55429938b614222c,This American film and stage actor played the self-destructive soldier Prewitt in Fred Zinnemann's 1953 film that centers around which event?,1,hotpot,141,4,1,0,0,0,0,0,0,0,0,0,0,25,1,2,3,5,4,2,1,1,0,1,1,0
sfq_9386,Which female succeeded John Prescott as Deputy Leader of the Labour Party in June 2007?,1,trivia,87,4,0,0,0,0,0,0,0,1,0,0,0,16,1,1,7,5,3,1,1,1,0,1,1,0
sfq_15026,"Which children's fictional character lives at 32, Windsor Gardens, London?",1,trivia,74,2,1,0,0,0,0,0,0,1,0,0,0,14,1,1,3,2,3,0,2,1,0,0,1,0
qb_6048,"Nani, Cobra Bubbles and Captain Gantu are all characters in which Disney film?",1,trivia,78,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,6,5,2,1,1,0,0,1,0,0
qw_1813,"In 1966, Germany and England played in the World Cup final for which sport?",1,trivia,75,4,0,0,0,0,0,0,0,0,0,0,0,16,1,1,4,3,4,0,2,1,0,0,1,0
5a9073405542995b442420bb,What multinational telecommunications company did Robert Orr work for?,1,hotpot,70,0,0,0,0,1,0,0,0,0,0,0,0,10,0,2,2,2,1,1,0,0,0,1,0,0
5a722b8655429971e9dc9329,Who was the writer of These Boots Are Made for Walkin' and who died in 2007?,1,hotpot,76,4,1,0,0,0,1,0,0,0,0,0,0,18,1,2,1,5,2,0,1,1,0,0,1,0
5a7c54eb554299683c1c62e8,"The American short horror The sub stars which American actress, make-up artist and producer born in 1964?",1,hotpot,105,4,0,0,0,0,0,0,0,0,0,0,0,21,1,2,0,2,3,0,2,1,0,0,1,0
5a8fdd9c55429916514e73de,"In which year did this American rapper and actor, from Cleveland, Ohio, who guest-featured in the album ""Excuse My French"" first release a mixtape?",1,hotpot,147,0,1,0,0,0,0,0,0,0,0,0,0,32,1,3,3,9,5,0,4,0,1,0,0,1
5ab7d33d5542992aa3b8c859,"What actor starred in ""Word of Honor"" and ""Miami Vice""? ",1,hotpot,55,0,1,0,0,1,0,0,0,0,0,0,0,15,0,1,4,4,2,0,1,0,0,0,0,0
odql_11128,"'The Playboy Riots' occurred during and following the opening in 1907 of 'The Playboy Of The Western World' by J.M. Synge, at which Dublin theatre?",1,trivia,147,4,1,0,0,0,0,0,0,0,0,0,0,31,1,2,7,6,5,1,2,1,0,1,1,0
odql_13192,'Picket's Charge' occurred in which battle of the American Civil War?,1,trivia,69,0,1,0,0,0,0,0,0,0,0,0,0,15,0,1,4,3,2,0,2,0,0,0,0,0
5a8fb65d5542997ba9cb32fa, Steven S. Crompton is a Canadian-born artist known as the artist for a a fantasy role-playing game designed by Ken St. Andre and first published by who?,1,hotpot,152,0,0,0,0,0,0,0,0,0,0,0,0,32,1,5,7,6,3,2,1,0,0,1,0,0
5a775cdb5542993735360244,Which U.S. State contains tropical wetlands and Diamondback Airboats?,1,hotpot,69,0,0,0,0,0,0,0,0,1,0,0,0,10,0,1,4,3,2,0,2,0,0,0,0,0
5ab3e07e55429969a97a81e5,"In the 1962 German Grand Prix, a racer came second. What did this racer found?",1,hotpot,78,4,0,0,0,0,0,0,0,0,0,0,0,18,2,2,3,4,3,0,0,1,1,0,1,1
5ab639e65542995eadeeff7f,"Who has won more awards, Dan Schneider or Helen Hunt?",1,hotpot,53,0,0,0,0,0,1,0,0,0,0,0,1,12,0,1,4,2,2,2,0,0,0,1,0,0
sfq_2516,In which country did the Battle of El Alamein take place?,1,trivia,57,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,3,4,1,0,1,0,0,0,0,0
bt_2905,What flower was named after the Duke of Cumberland,1,trivia,50,0,0,0,0,1,0,0,0,0,0,0,0,9,0,1,2,3,1,0,1,0,0,0,0,0
dev_3134,what is the salary of the ceo of microsoft,1,nq,42,0,0,0,0,1,0,0,0,0,1,0,0,9,0,0,1,4,1,0,1,0,0,0,0,0
sfq_5677,"According to the Old Testament, who was the first person to have a hangover?",1,trivia,76,0,0,0,0,0,0,0,0,0,0,0,0,16,1,2,2,4,2,0,1,0,1,0,0,1
sfq_1177,Which hero was the son of Zeus by Danae?,1,trivia,40,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,2,4,2,2,0,0,0,1,0,0
tb_901,The Frenchman Jean Robert-Houdin (1805-1871) is credited with formalizing what form of entertainment?,1,trivia,101,8,0,0,0,0,0,0,0,0,0,0,0,20,2,2,4,3,3,1,1,1,0,1,1,0
5a86edcc55429960ec39b6da,"What actress portrayed Rachel Green on the sitcom ""Friends"" and starred in the movie ""She's Funny That Way""?",1,hotpot,108,0,1,0,0,1,0,0,0,0,0,0,0,24,0,2,2,7,3,1,0,0,0,1,0,0
dev_944,which is the fastest train in india and what is its speed,1,nq,57,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,1,5,1,0,1,0,0,0,0,0
5a8e3e9b5542995085b37402,In which county of New York was Circumstantial Productions founded?,1,hotpot,67,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,4,3,2,0,2,0,0,0,0,0
5a72aec45542994cef4bc3d7,"Which author lived longer, Nelson Algren or Nathanael West?",1,hotpot,59,0,0,0,0,0,0,0,0,1,0,0,1,11,0,1,4,1,2,2,0,0,0,1,0,0
dev_157,when did the rational dress society begin to work,1,nq,49,0,0,0,0,0,0,1,0,0,0,0,0,9,0,2,0,1,0,0,0,0,0,0,0,0
